,socio1. In which country do you work?,edu1. What is the highest qualification you have obtained?,edu2. What was your academic subject?,edu3. Enter your academic subject,rse16a. Are you employed primarily to develop software for research?,rse16b. Do you spend more time developing software than conducting research?,rse16c. Are you employed as a postdoctoral researcher?,"rse16d. Are you the person who ""does computers"" in your research group?",currentEmp1. Do you work for a university?,currentEmp16a. In what year did you start your current position?,currentEmp10. What type of contract are you employed on?,currentEmp11. What is the duration of your current contract?,currentEmp12. Do you work full time or part time?,currentEmp16b. Is this your first job?,prevEmp16a. Have you previously worked in the private sector?,prevEmp16b. Why did you leave the private sector?,prevEmp16d. What was the type of your contract?,currentEmp5. What is this job title?,currentWork2. Do you work within a group that provides software development help or expertise to researchers from other groups within your organisation?,currentWork16a. What percentage of your time do you spend developing software each week?,paper1. Has your software ever contributed to research that has been published in a journal or at a conference?,paper2. Were you acknowledged in the paper?,paper4. Were you named as a co-author of the paper?,paper5. Were you named as the lead author of the paper?,stability1. What is the bus factor of your most important software project?,stability2. Is there a technical hand-over plan for your most important software project?,perfCheck1. Do you receive sufficient information on the results of your work?,perfCheck2. Does your work give you the opportunity to check on how well you are doing your work?,perfCheck4. Do you receive sufficient information on the purpose of your work?,perfCheck5. Does your work provide you with direct feedback on how well you are doing your work?,perfCheck6. Does your supervisor/line manager inform you about how well you are doing your work?,perfCheck7. Do your colleagues inform you about how well you are doing your work?,turnOver1. How often do you feel frustrated when not given the opportunity to achieve your personal work-related goals?,turnOver2. How often do you look forward to another day at work?,turnOver3. How often do you consider leaving your job?,turnOver4. How often do dream about getting another job that will better suit your needs?,turnOver5. My current job satisfies my personal needs,turnOver6. I would accept another job at the same compensation level if I was offered it,affRec1. I am satisfied with my supervisor/line manager's confidence in me,affRec2. I am satisfied with a word of thanks from my supervisor/line manager,affRec3. I am satisfied with the recognition I receive from my supervisor/line manager for doing my job,affRec4. I am satisfied with the compliments from my supervisor/line manager concerning my work,affRec5. I am satisfied with the encouragement from my supervisor/line manager while doing my job,percEmp1. It would not be very difficult for me to get an equivalent job in a different organisation,percEmp2. I can think of a number of organisations that would probably offer me a job,percEmp3. My experience is in demand on the labour market,affSat1. I find real enjoyment in my job,affSat2. Most days I am enthusiastic about my job,affSat3. I feel fairly well satisfied with my job,affSat4. I like my job better than the average person,progRSE1. It is likely that I will gain a promotion within my current group,progRSE2. The process I have to complete to gain a promotion is clear and understandable,progRSE3. There are many opportunities within my chosen career plan,progRSE4. My current position is an integral part of my career plan,progRSE5. It is likely that my next position will be an RSE role,"skill2. In your opinion, what are the three most important skills that a Research Software Engineer must possess?","skill2-1. In your opinion, what are the three most important skills that a Research Software Engineer must possess?","skill2-2. In your opinion, what are the three most important skills that a Research Software Engineer must possess?",ukrse1. Are you a member of the UK RSE Association? (Members are people who have signed up to the UK RSE mailing list),tool1. What are the three tools or services you use most often to achieve your work?,tool16a. What are the three tools or services you use most often to achieve your work?,tool16b. What are the three tools or services you use most often to achieve your work?,socio2. Please select your gender,socio3. Please select your age,socio4. Please select the range of your salary,tool2. What is your Operating System of choice for use at work?
32,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,Yes,No,Yes,2015.0,Fixed term,36.0,Full time,No,Yes,Lack of opportunity to advance,Permanent,,No,60,No,,,,2.0,No,Very Often,Often,Always,Very Often,Very Often,Often,Sometimes,Sometimes,Never ,Never ,Agree,Strongly disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree or disagree,Disagree,Disagree,Strongly Agree,Agree,Programming skill in relevant language,Communication,Analysis,No,Github,Pycharm,Conda,Male,25 to 34 years,£35 000 to £39 999,OS X
33,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,No,Yes,Yes,1999.0,Permanent,,Full time,No,No,,Fixed-term,,Yes,50,Yes,Yes,Yes,No,1.0,No,Very Often,Very Often,Very Often,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,Never ,Never ,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree or disagree,Agree,Agree,Strongly Agree,technical programming skills,scientific knowledge,people skills,Yes,bitbucket/github (online repo),ubuntu/linux environment,slack messaging,Male,35 to 44 years,£35 000 to £39 999,GNU/Linux
34,United Kingdom,Doctorate,Computer Sciences,,No,Yes,Yes,,Yes,2014.0,Fixed term,24.0,Full time,No,Yes,Mismatch between description and promise during the interview and actual job,Permanent,,No,50,Yes,Yes,Yes,No,2.0,No,Sometimes,Sometimes,Always,Always,Often,Always,Sometimes,Often,Sometimes,Very Often,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,People Skills,Self-Discipline,Flexibility,Yes,Visual Studio,Git,CMake,Male,25 to 34 years,£35 000 to £39 999,Windows
35,United Kingdom,Masters degree,Combined studies,,Yes,Yes,No,No,Yes,2007.0,Permanent,,Part time,No,Yes,Others,Permanent,,Yes,80%,No,,,,2.0,No,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Agree,Disagree,Strongly Agree,Agree,communicate well ,keep software skills up to date,agile development,No,git ,unix command line,skype,Female,35 to 44 years,£30 000 to £34 999,OS X
36,United Kingdom,Doctorate,Engineering,,Yes,Yes,No,Yes,Yes,2014.0,Fixed term,12.0,Full time,No,Yes,Mismatch between description and promise during the interview and actual job,Permanent,IT,No,100%,Yes,No,No,No,1.0,No,Often,Sometimes,Sometimes,Often,Often,Always,Always,Sometimes,Often,Very Often,Disagree,Neither agree or disagree,Strongly Agree,Strongly disagree,Disagree,Agree,Neither agree or disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Neither agree or disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Disagree,Communication,Mental Flexibility,Development,Yes,Visual Studio,MS-SQL Server,Office,Male,25 to 34 years,£40 000 to £44 999,OS X
37,United Kingdom,Masters degree,Computer Sciences,,Yes,Yes,No,No,Yes,2007.0,Permanent,,Full time,No,No,,Freelancer  consultant  contractors,,Yes,75%,No,,,,2.0,No,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Strongly disagree,Disagree,Strongly disagree,Neither agree or disagree,Agree,understanding needs of researchers,programming skills,communication skills,No,jed (text editor),GNU screen (terminal multiplexer),XSLT,Male,35 to 44 years,£35 000 to £39 999,GNU/Linux
38,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,No,,No,2016.0,Fixed term,24.0,Full time,No,Yes,Others,Permanent,,Yes,37.5,Yes,Yes,Yes,No,2.0,No,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Neither agree or disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Software skills,Project Management,Communication,Yes,,,,Male,25 to 34 years,£35 000 to £39 999,GNU/Linux
39,United Kingdom,Doctorate,Social studies,Social studies,Yes,Yes,Yes,Yes,Yes,2015.0,Fixed term,18.0,Full time,Yes,,,,,No,80,No,,,,1.0,No,Sometimes,Often,Often,Sometimes,Often,Often,Never ,Never,Never ,Sometimes,Neither agree or disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Agree,Software Engineering,Unit Testing,Programming,No,IntelliJ,PyCharm,RStudio,Male,25 to 34 years,£30 000 to £34 999,GNU/Linux
40,United Kingdom,Masters degree,Computer Sciences,,Yes,Yes,No,Yes,Yes,2009.0,Fixed term,24.0,Full time,Yes,,,,,Yes,75,Yes,Yes,No,No,1.0,No,Often,Very Often,Very Often,Often,Often,Often,Very Often,Often,Sometimes,Often,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,interest for the research questions,up to date technical skills,initiative and communication,Yes,meeting,eclipse,django,Male,35 to 44 years,£40 000 to £44 999,GNU/Linux
41,United Kingdom,Undergraduate degree,Computer Sciences,,Yes,Yes,No,No,Yes,2011.0,Permanent,,Full time,No,Yes,Others,Permanent,,Yes,80,Yes,Yes,Yes,No,1.0,No,Always,Always,Always,Always,Always,Always,Sometimes,Never,Never ,Never ,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neither agree or disagree,Strongly Agree,Agree,Disagree,Software Engineering fundamentals (both programming and management of projects),Ability to explain technical issues to non technical staff (plus soft skills in general!),UI/UX design (personal bugbear!),Yes,VIM,GIT,Stack Overflow,Male,35 to 44 years,£35 000 to £39 999,OS X
42,United Kingdom,Masters degree,Engineering,,No,Yes,,,Yes,2015.0,Permanent,,Full time,No,Yes,Others,Freelancer  consultant  contractors,System Development Team Manager,Yes,20,Yes,Yes,Yes,Yes,1.0,No,Sometimes,Very Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,Never ,Never ,Agree,Strongly disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Curiosity,Initiative,Tenacity,No,Word,Visio/OmniGraffle,Google,Male,45 to 54 years,£40 000 to £44 999,GNU/Linux
43,United Kingdom,Doctorate,Historical and Philosophical studies,,Yes,No,Yes,Yes,Yes,2014.0,Fixed term,16.0,Full time,No,Yes,Mismatch between description and promise during the interview and actual job,Permanent,,No,40,Yes,Yes,Yes,Yes,1.0,No,Sometimes,Sometimes,Often,Sometimes,Sometimes,Never ,Very Often,Often,Sometimes,Often,Disagree,Strongly disagree,Strongly Agree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,Adaptibiliy,Communication,Multi-tasking,Yes,Github,Atom,Parse,Male,35 to 44 years,£25 000 to £29 999,Windows
44,United Kingdom,Doctorate,Mathematical and Computer Sciences,,Yes,Yes,No,,Yes,2006.0,Permanent,,Full time,No,No,,Permanent,,Yes,60,Yes,Yes,No,No,1.0,No,Very Often,Often,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Strongly Agree,Neither agree or disagree,Agree,Agree,Agree,Strongly disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Not overcomplicating things,Understanding the real problem,Technical expertise,No,c++,sql,ide ,Male,45 to 54 years,Prefer not to say,Other
45,United Kingdom,Masters degree,Physical Sciences,,Yes,Yes,No,Yes,Yes,2004.0,Permanent,,Full time,No,Yes,Others,Permanent,,Yes,90,Yes,Yes,Yes,No,3.0,No,Often,Often,Often,Sometimes,Sometimes,Never ,Often,Sometimes,Sometimes,Sometimes,Neither agree or disagree,Agree,Disagree,Strongly Agree,Neither agree or disagree,Strongly Agree,Neither agree or disagree,Agree,Agree,Agree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Software Engineering skills,Interpersonal skills,Flexibility and adaptability,Yes,Word processor,Text editor,email,Male,45 to 54 years,£35 000 to £39 999,GNU/Linux
46,United Kingdom,Masters degree,Computer Sciences,,Yes,Yes,No,Yes,Yes,2015.0,Fixed term,24.0,Full time,No,No,,Zero hour contract,,No,%80,No,,,,1.0,No,Sometimes,Often,Very Often,Often,Often,Never ,Always,Often,Sometimes,Sometimes,Strongly Agree,Disagree,Strongly Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,enthusiasm,ability to focus,manage code complexity,No,sublime text,git,chrome,Male,18 to 24 years,£30 000 to £34 999,Windows
47,United Kingdom,Doctorate,Physical Sciences,,Yes,Yes,No,Yes,Yes,2013.0,Fixed term,36.0,Full time,No,No,,Permanent,,Yes,20,Yes,Yes,Yes,No,2.0,No,Never ,Sometimes,Sometimes,Never ,Never ,Never ,Very Often,Sometimes,Sometimes,Very Often,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Neither agree or disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,Agree,interaction with the researcher,resilience,technical,No,python,jupyter,emacs,Male,35 to 44 years,£30 000 to £34 999,GNU/Linux
48,United Kingdom,Doctorate,Physical Sciences,,No,Yes,No,No,No,2016.0,Permanent,,Full time,No,No,,Fixed-term,,No,50,Yes,Yes,Yes,Yes,1.0,No,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Sometimes,Often,Never ,Sometimes,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Software engineering,Problem solving,Communication,Yes,Compilers,Search engines,Profilers,Male,45 to 54 years,£40 000 to £44 999,Windows
49,United Kingdom,Doctorate,Biological Sciences,,No,Yes,Yes,Yes,Yes,2012.0,Fixed term,24.0,Full time,No,No,,Fixed-term,,No,40,Yes,Yes,Yes,Yes,1.0,No,Always,Often,Very Often,Sometimes,Sometimes,Sometimes,Very Often,Sometimes,Often,Very Often,Strongly disagree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Communication,technical ability,time management,Yes,Open databases,Web services,Open source software,Male,35 to 44 years,£35 000 to £39 999,GNU/Linux
50,United Kingdom,Undergraduate degree,Computer Sciences,,Yes,Yes,No,Yes,Yes,2012.0,Fixed term,14.0,Full time,No,Yes,Others,Permanent,,No,100,Yes,No,No,No,2.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Agree,Disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree or disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,,,,No,,,,Male,45 to 54 years,£45 000 to £50 000,GNU/Linux
51,United Kingdom,Undergraduate degree,Computer Sciences,,No,Yes,No,Yes,Yes,2015.0,Fixed term,36.0,Full time,No,No,,Fixed-term,,No,1,Yes,Yes,No,No,1.0,No,Often,Sometimes,Often,Often,Sometimes,Sometimes,Very Often,Sometimes,Often,Often,Disagree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly disagree,Disagree,Neither agree or disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Pattern recognition,Understanding agile techniques,Awareness of open source solutions,No,Git/Github,Eclipse,Python,Male,35 to 44 years,£30 000 to £34 999,GNU/Linux
52,United Kingdom,Undergraduate degree,Mathematical and Computer Sciences,,Yes,Yes,No,Yes,Yes,2011.0,Fixed term,24.0,Full time,No,Yes,Mismatch between description and promise during the interview and actual job,Permanent,,Yes,100,Yes,No,No,No,3.0,No,Sometimes,Never ,Often,Sometimes,Sometimes,Never ,Often,Sometimes,Sometimes,Always,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Strongly disagree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Clear logical thinking,Technical knowledge,Good communication skills,No,Java,SQL,Bugzilla,Male,35 to 44 years,£30 000 to £34 999,Windows
53,United Kingdom,Doctorate,Engineering,,No,Yes,Yes,No,Yes,2011.0,Fixed term,36.0,Part time,No,Yes,Others,Permanent,,No,60,Yes,No,Yes,Yes,2.0,Yes,Always,Always,Always,Always,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Often,Agree,Neither agree or disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neither agree or disagree,Defining the problem to be solved,Problem Solving,Comminication Skills,Yes,A computer,Collaborative software development tools,,Male,35 to 44 years,£30 000 to £34 999,GNU/Linux
54,United Kingdom,Masters degree,Computer Sciences,,Yes,Yes,No,Yes,Yes,2015.0,Fixed term,16.0,Full time,No,Yes,Lack of opportunity to advance,Fixed-term,,No,90,Yes,Yes,No,No,2.0,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Never ,Often,Agree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree or disagree,Effective Communication,Flexibility,Patience,No,Python,Django,Google,Male,35 to 44 years,£35 000 to £39 999,OS X
55,United Kingdom,Masters degree,Engineering,,Yes,Yes,No,Yes,Yes,2011.0,Permanent,,Full time,No,No,,Permanent,e-Resources Developer,Yes,60,Yes,Yes,Yes,No,1.0,No,Sometimes,Sometimes,Often,Often,Very Often,Sometimes,Very Often,Sometimes,Never ,Sometimes,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Neither agree or disagree,Strongly Agree,Have a broad range of IT/Software knowledge,Don’t be afraid to ask questions,The ability to learn fast,Yes,r,python,c#,Male,45 to 54 years,£35 000 to £39 999,Windows
56,United Kingdom,Doctorate,Computer Sciences,,Yes,Yes,No,,Yes,2001.0,Permanent,,Full time,No,No,,Fixed-term,,Yes,80%,Yes,Yes,Yes,Yes,1.0,No,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Sometimes,Often,Never ,Never ,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Communication,Self-management,Ability to learn on-the-job,No,Git,Ubuntu virtual machines,Python,Male,45 to 54 years,£45 000 to £50 000,GNU/Linux
57,United Kingdom,Doctorate,Combined studies,,Yes,Yes,No,,Yes,2012.0,Fixed term,24.0,Full time,No,Yes,Others,Permanent,Software Engineer,Yes,60,Yes,Yes,Yes,No,4.0,Yes,Often,Sometimes,,,,,Sometimes,Often,,,,,Agree,Agree,,,,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,,,,,Agree,Disagree,Communication,Programming ability,Happy with short-term contracts,Yes,GitHub,Docker,Private cloud,Male,35 to 44 years,£40 000 to £44 999,OS X
58,United Kingdom,Doctorate,Biological Sciences,,No,Yes,Yes,Yes,No,2014.0,Freelancer consultant  contractors,,Full time,No,Yes,Lack of opportunity to advance,Permanent,Open Science Advocate,Yes,70,Yes,Yes,Yes,No,,Yes,Often,Often,Often,Often,Very Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Coding and Data management,Open Collaborative skills,Understanding of Research requirements (ie statistics etc),No,R,gtihub,shiny,Female,35 to 44 years,£25 000 to £29 999,OS X
59,United Kingdom,Doctorate,Mathematical and Computer Sciences,,Yes,Yes,Yes,No,Yes,2013.0,Freelancer consultant  contractors,,Full time,No,Yes,Others,Fixed-term,Research Fellow,No,99%,No,,,,1.0,No,Always,Always,Very Often,Often,Very Often,Never ,Always,Sometimes,Often,Very Often,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Neither agree or disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Neither agree or disagree,Communication,Coding,Flexibility,No,Eclipse,GitHub,Maven,Male,35 to 44 years,Less than £25 000,Windows
60,United Kingdom,Masters degree,Computer Sciences,,Yes,Yes,No,Yes,Yes,2013.0,Permanent,,Full time,No,Yes,Lack of opportunity to advance,Permanent,Software Developer,Yes,60,No,,,,1.0,No,Very Often,Sometimes,Very Often,Often,Often,Often,Very Often,Often,Sometimes,Sometimes,Neither agree or disagree,Disagree,Neither agree or disagree,Strongly Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Strongly Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Agree,,,,Yes,,,,Male,25 to 34 years,£30 000 to £34 999,GNU/Linux
61,United Kingdom,Doctorate,Mathematical and Computer Sciences,,Yes,Yes,No,No,Yes,2002.0,Permanent,,Full time,No,Yes,Others,Permanent,,Yes,100%,Yes,Yes,No,No,4.0,Yes,Often,Often,Often,Sometimes,Often,Often,Sometimes,Sometimes,Often,Always,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,analytical skills,self-development,communication,No,Java,,,Female,45 to 54 years,£35 000 to £39 999,Windows
